sequence_no,log_id,timestamp,source,service,event_type,severity,risk_label,risk_score,method,endpoint,status_code,response_time_ms,user_id,source_ip,session_id,user_agent,host,environment,trace_id,mitre_tactic,mitre_technique_id,mitre_technique,recommendation,message
337,LOG-93453326AA89,2026-07-02T12:58:28+05:30,api,api-gateway,request,info,safe,9,PATCH,/api/grad2it-aws/get-recordings-url,200,403,manager,192.168.1.11,sess-fe0732b1,Edge/126 Windows,gateway-01,development,trace-7f6ff8f38df04a1f,,,,No immediate action required. Continue normal monitoring.,"PATCH /api/grad2it-aws/get-recordings-url 200 in 403ms (next.js: 14ms, application-code: 402ms)"
338,LOG-A9F80A41B975,2026-07-02T12:58:59+05:30,web,api-gateway,request,info,safe,10,GET,/settings,301,706,api_bot,192.168.2.15,sess-ed905815,Edge/126 Windows,api-01,development,trace-1c4b16004ad644a9,,,,No immediate action required. Continue normal monitoring.,"GET /settings 301 in 706ms (next.js: 69ms, application-code: 598ms)"
339,LOG-D803EE658F01,2026-07-02T12:59:17+05:30,api,nextjs-app,request,info,safe,14,PUT,/api/grad2it-aws/community-members,200,643,finance_user,192.168.1.11,sess-b51e5ff9,MobileChrome/126 Android,app-01,staging,trace-18541c93f5954662,,,,No immediate action required. Continue normal monitoring.,"PUT /api/grad2it-aws/community-members 200 in 643ms (next.js: 20ms, application-code: 639ms)"
340,LOG-0B6B07F08547,2026-07-02T13:00:31+05:30,web,auth-service,request,info,safe,18,GET,/learning-paths,200,322,keerthi,172.16.0.33,sess-6695fd2c,Python-requests/2.32,api-01,staging,trace-bdc7642a359d428e,,,,No immediate action required. Continue normal monitoring.,"GET /learning-paths 200 in 322ms (next.js: 13ms, application-code: 283ms)"
341,LOG-208F999BEEC4,2026-07-02T13:00:44+05:30,api,api-gateway,request,info,safe,24,PUT,/api/credits-based/user_wallet,200,848,devops,192.168.2.15,sess-b47db714,Firefox/124 Windows,app-02,development,trace-c99ca0e409654ee4,,,,No immediate action required. Continue normal monitoring.,"PUT /api/credits-based/user_wallet 200 in 848ms (next.js: 41ms, application-code: 737ms)"
342,LOG-B4320398C0B0,2026-07-02T13:00:55+05:30,api,api-gateway,request,info,safe,14,GET,/api/community-members-showcase/verify-hr,200,168,guest,192.168.2.15,sess-523d1211,PostmanRuntime/7.37,worker-01,development,trace-0df06841df0e4813,,,,No immediate action required. Continue normal monitoring.,"GET /api/community-members-showcase/verify-hr 200 in 168ms (next.js: 101ms, application-code: 127ms)"
343,LOG-C19B8787F8BE,2026-07-02T13:01:56+05:30,api,auth-service,request,info,safe,23,PUT,/api/community-members-showcase/verify-hr,200,235,analyst,192.168.1.11,sess-4f3bb486,Safari/17 macOS,worker-01,development,trace-c81e808d55564c03,,,,No immediate action required. Continue normal monitoring.,"PUT /api/community-members-showcase/verify-hr 200 in 235ms (next.js: 106ms, application-code: 177ms)"
344,LOG-3489444775A4,2026-07-02T13:02:47+05:30,api,api-gateway,request,info,safe,10,GET,/api/reports/export,204,733,support,10.0.0.8,sess-64cd499e,MobileChrome/126 Android,app-02,production,trace-1f8a85f9d56448be,,,,No immediate action required. Continue normal monitoring.,"GET /api/reports/export 204 in 733ms (next.js: 52ms, application-code: 691ms)"
345,LOG-74DAD70F3A16,2026-07-02T13:03:28+05:30,api,nextjs-app,request,info,safe,19,PATCH,/api/profile,204,443,hr_user,172.16.0.21,sess-462b016b,PostmanRuntime/7.37,app-02,production,trace-029c271721074806,,,,No immediate action required. Continue normal monitoring.,"PATCH /api/profile 204 in 443ms (next.js: 117ms, application-code: 325ms)"
346,LOG-C0275EFC19A1,2026-07-02T13:03:42+05:30,api,auth-service,request,info,safe,8,PATCH,/api/grad2it-aws/get-recordings-url,304,591,guest,192.168.1.12,sess-c961b054,BotProbe/1.0,app-02,staging,trace-85e650f1b78b46b6,,,,No immediate action required. Continue normal monitoring.,"PATCH /api/grad2it-aws/get-recordings-url 304 in 591ms (next.js: 28ms, application-code: 475ms)"
347,LOG-1D94B6EDB9F5,2026-07-02T13:04:41+05:30,web,api-gateway,request,info,safe,25,GET,/admin,200,939,student01,192.168.1.12,sess-e246ebf9,Safari/17 macOS,web-01,production,trace-42f8462d67c54aad,,,,No immediate action required. Continue normal monitoring.,"GET /admin 200 in 939ms (next.js: 43ms, application-code: 873ms)"
348,LOG-17EE3C6F241A,2026-07-02T13:05:42+05:30,api,nextjs-app,request,info,safe,12,PATCH,/api/reports/export,200,780,guest,192.168.1.11,sess-995984df,MobileChrome/126 Android,api-01,production,trace-604dec731db34fff,,,,No immediate action required. Continue normal monitoring.,"PATCH /api/reports/export 200 in 780ms (next.js: 3ms, application-code: 738ms)"
349,LOG-821964F768A5,2026-07-02T13:05:53+05:30,web,api-gateway,request,info,safe,16,GET,/reports,304,483,analyst,10.0.0.5,sess-e31f9e62,Edge/126 Windows,worker-01,development,trace-939a1df52a014e91,,,,No immediate action required. Continue normal monitoring.,"GET /reports 304 in 483ms (next.js: 18ms, application-code: 458ms)"
350,LOG-AC907E40C49A,2026-07-02T13:06:47+05:30,web,nextjs-app,request,info,safe,6,GET,/admin,201,752,student01,192.168.1.12,sess-c32cf0bb,Python-requests/2.32,api-01,production,trace-4c4a0f61e3014fc8,,,,No immediate action required. Continue normal monitoring.,"GET /admin 201 in 752ms (next.js: 63ms, application-code: 692ms)"
351,LOG-93AB40A510CC,2026-07-02T13:06:53+05:30,web,api-gateway,request,info,safe,18,GET,/billing,200,929,manager,10.0.0.8,sess-d3391a1d,Python-requests/2.32,worker-01,staging,trace-4b9e1985b0584ee7,,,,No immediate action required. Continue normal monitoring.,"GET /billing 200 in 929ms (next.js: 50ms, application-code: 814ms)"
352,LOG-996D79EE435E,2026-07-02T13:07:26+05:30,api,api-gateway,request,info,safe,14,POST,/api/learning-path-batches,200,93,trainer,192.168.1.10,sess-f51b6800,MobileChrome/126 Android,gateway-01,production,trace-84f9fa5d98594e95,,,,No immediate action required. Continue normal monitoring.,"POST /api/learning-path-batches 200 in 93ms (next.js: 49ms, application-code: 1ms)"
353,LOG-F02FC08985D7,2026-07-02T13:07:58+05:30,web,auth-service,request,info,safe,8,GET,/reports,200,283,support,192.168.1.10,sess-0d9b149d,curl/8.1,app-02,staging,trace-09b54e7cebaa420f,,,,No immediate action required. Continue normal monitoring.,"GET /reports 200 in 283ms (next.js: 12ms, application-code: 246ms)"
354,LOG-451A2593BED9,2026-07-02T13:08:07+05:30,web,auth-service,request,info,safe,20,GET,/profile,201,610,devops,192.168.2.15,sess-2100ed94,PostmanRuntime/7.37,db-01,development,trace-18657249fd8e48de,,,,No immediate action required. Continue normal monitoring.,"GET /profile 201 in 610ms (next.js: 32ms, application-code: 506ms)"
355,LOG-D2937AC75EC6,2026-07-02T13:08:49+05:30,web,auth-service,request,info,safe,23,GET,/settings,201,684,api_bot,10.0.0.8,sess-56dd732d,Chrome/126 Windows,db-01,development,trace-1f017c1ca7974b4f,,,,No immediate action required. Continue normal monitoring.,"GET /settings 201 in 684ms (next.js: 57ms, application-code: 580ms)"
356,LOG-843F63C4E3F0,2026-07-02T13:09:05+05:30,api,nextjs-app,request,info,safe,14,DELETE,/api/payment,200,758,admin,172.16.0.21,sess-049ad634,curl/8.1,app-01,staging,trace-5c133331999a4df4,,,,No immediate action required. Continue normal monitoring.,"DELETE /api/payment 200 in 758ms (next.js: 59ms, application-code: 682ms)"
357,LOG-C793F9440EE4,2026-07-02T13:09:44+05:30,api,nextjs-app,request,info,safe,5,DELETE,/api/credits-based/get_usd_cost,301,676,admin,172.16.0.33,sess-26d3b63a,Firefox/124 Windows,app-01,staging,trace-3d489196556f4edb,,,,No immediate action required. Continue normal monitoring.,"DELETE /api/credits-based/get_usd_cost 301 in 676ms (next.js: 56ms, application-code: 600ms)"
358,LOG-2F5AD551FCF0,2026-07-02T13:10:21+05:30,web,nextjs-app,request,info,safe,17,GET,/dashboard,200,113,finance_user,192.168.1.10,sess-ea083a76,curl/8.1,web-01,staging,trace-eeeaa29a21d34d5c,,,,No immediate action required. Continue normal monitoring.,"GET /dashboard 200 in 113ms (next.js: 22ms, application-code: 30ms)"
359,LOG-40DEB65E89A1,2026-07-02T13:10:42+05:30,api,auth-service,request,info,safe,17,DELETE,/api/profile,301,352,manager,192.168.1.12,sess-f7a788bb,Firefox/124 Windows,gateway-01,production,trace-ee2932be6a174a83,,,,No immediate action required. Continue normal monitoring.,"DELETE /api/profile 301 in 352ms (next.js: 57ms, application-code: 332ms)"
360,LOG-098B04ADB758,2026-07-02T13:11:02+05:30,web,nextjs-app,request,info,safe,21,GET,/admin,201,513,finance_user,10.0.0.5,sess-bcfdfe0e,Chrome/126 Windows,db-01,staging,trace-e5dd254ebf79489a,,,,No immediate action required. Continue normal monitoring.,"GET /admin 201 in 513ms (next.js: 74ms, application-code: 436ms)"
361,LOG-AF9757AE0C39,2026-07-02T13:11:41+05:30,api,nextjs-app,request,info,safe,5,PUT,/api/learning-path-batches,200,461,trainer,192.168.2.15,sess-f722e1bf,Python-requests/2.32,app-02,staging,trace-34499382e5c5487e,,,,No immediate action required. Continue normal monitoring.,"PUT /api/learning-path-batches 200 in 461ms (next.js: 55ms, application-code: 365ms)"
362,LOG-06586D27A699,2026-07-02T13:12:03+05:30,web,nextjs-app,request,info,safe,10,GET,/admin,304,347,student01,172.16.0.21,sess-8cbe431a,Edge/126 Windows,app-01,staging,trace-1e2be36b70a24209,,,,No immediate action required. Continue normal monitoring.,"GET /admin 304 in 347ms (next.js: 84ms, application-code: 344ms)"
363,LOG-EF4B9F31952A,2026-07-02T13:12:33+05:30,api,auth-service,request,info,safe,15,PUT,/api/payment,200,560,analyst,192.168.2.15,sess-7a1309cc,PostmanRuntime/7.37,api-01,production,trace-cdc1b224863b478a,,,,No immediate action required. Continue normal monitoring.,"PUT /api/payment 200 in 560ms (next.js: 66ms, application-code: 556ms)"
364,LOG-A3FB2559AC76,2026-07-02T13:13:51+05:30,api,nextjs-app,request,info,safe,18,PATCH,/api/credits-based/get_usd_cost,200,448,guest,192.168.1.10,sess-d443bac7,Safari/17 macOS,app-01,production,trace-329e47519b4a4cee,,,,No immediate action required. Continue normal monitoring.,"PATCH /api/credits-based/get_usd_cost 200 in 448ms (next.js: 15ms, application-code: 387ms)"
365,LOG-0520152241E6,2026-07-02T13:14:53+05:30,api,api-gateway,request,info,safe,3,POST,/api/auth,200,419,student02,192.168.2.15,sess-125cd817,Safari/17 macOS,db-01,development,trace-f8b9c619cff441a6,,,,No immediate action required. Continue normal monitoring.,"POST /api/auth 200 in 419ms (next.js: 27ms, application-code: 390ms)"
366,LOG-74173E143249,2026-07-02T13:15:00+05:30,auth,auth-service,failed_login,high,security_risk,81,POST,/api/auth,401,87,admin,45.67.21.88,sess-b21506b4,Python-requests/2.32,api-01,production,trace-7ff63cb105fa4da2,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 124ms | failed login for user=admin from ip=45.67.21.88
367,LOG-AF4F8CCD2B33,2026-07-02T13:15:07+05:30,auth,auth-service,failed_login,critical,security_risk,75,POST,/api/auth,401,143,devops,45.67.21.88,sess-e1a1a8e7,Python-requests/2.32,worker-01,staging,trace-65e105ed86dd4ef9,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 142ms | failed login for user=devops from ip=45.67.21.88
368,LOG-4A0873315775,2026-07-02T13:15:14+05:30,auth,auth-service,failed_login,high,security_risk,89,POST,/api/auth,401,43,support,45.67.21.88,sess-940c6be7,Python-requests/2.32,app-02,development,trace-3f9007f7953647c7,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 101ms | failed login for user=support from ip=45.67.21.88
369,LOG-4D92529246AE,2026-07-02T13:15:21+05:30,auth,auth-service,failed_login,critical,security_risk,91,POST,/api/auth,401,69,devops,45.67.21.88,sess-481e5840,Python-requests/2.32,worker-01,production,trace-38f1f751aab64db1,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 207ms | failed login for user=devops from ip=45.67.21.88
370,LOG-5B3D20388FAA,2026-07-02T13:15:28+05:30,auth,auth-service,failed_login,high,security_risk,76,POST,/api/auth,401,180,manager,45.67.21.88,sess-2721c317,Python-requests/2.32,api-01,production,trace-60bc850095e6462f,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 40ms | failed login for user=manager from ip=45.67.21.88
371,LOG-FA8A46F2D744,2026-07-02T13:15:34+05:30,api,nextjs-app,request,info,safe,1,DELETE,/api/verify-admin-access,200,706,manager,172.16.0.33,sess-fafde115,Safari/17 macOS,gateway-01,staging,trace-cb62a30ec53d4d3f,,,,No immediate action required. Continue normal monitoring.,"DELETE /api/verify-admin-access 200 in 706ms (next.js: 12ms, application-code: 693ms)"
372,LOG-47AFF3B47D79,2026-07-02T13:15:35+05:30,auth,auth-service,failed_login,critical,security_risk,87,POST,/api/auth,401,120,manager,45.67.21.88,sess-e7aa7f0b,Python-requests/2.32,api-01,production,trace-4bf7639564024668,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 32ms | failed login for user=manager from ip=45.67.21.88
373,LOG-80347159E3A4,2026-07-02T13:15:42+05:30,auth,auth-service,failed_login,high,security_risk,88,POST,/api/auth,401,133,admin,45.67.21.88,sess-61baf393,Python-requests/2.32,app-02,development,trace-537b5b40d8ab4b8d,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 98ms | failed login for user=admin from ip=45.67.21.88
374,LOG-C7B66C384F8F,2026-07-02T13:15:49+05:30,auth,auth-service,failed_login,high,security_risk,96,POST,/api/auth,401,67,admin,45.67.21.88,sess-1ceb00c5,Python-requests/2.32,web-01,development,trace-f55f1d7bc64b424a,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 114ms | failed login for user=admin from ip=45.67.21.88
375,LOG-B831814F8F89,2026-07-02T13:15:56+05:30,auth,auth-service,failed_login,high,security_risk,84,POST,/api/auth,401,33,devops,45.67.21.88,sess-bf1a4b69,Python-requests/2.32,api-01,staging,trace-e1431f83d9a14511,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 175ms | failed login for user=devops from ip=45.67.21.88
376,LOG-F5CF11F4E203,2026-07-02T13:16:03+05:30,auth,auth-service,failed_login,critical,security_risk,79,POST,/api/auth,401,102,support,45.67.21.88,sess-211903a4,Python-requests/2.32,app-01,development,trace-3ec33ae400504711,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 54ms | failed login for user=support from ip=45.67.21.88
377,LOG-5833063F4AB7,2026-07-02T13:16:10+05:30,auth,auth-service,failed_login,high,security_risk,91,POST,/api/auth,401,218,manager,45.67.21.88,sess-eee3038d,Python-requests/2.32,api-01,staging,trace-2294389a4e87423a,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 209ms | failed login for user=manager from ip=45.67.21.88
378,LOG-CAE452C6BD7C,2026-07-02T13:16:17+05:30,auth,auth-service,failed_login,critical,security_risk,77,POST,/api/auth,401,160,admin,45.67.21.88,sess-6ee41edd,Python-requests/2.32,api-01,development,trace-3f15a3f64e514d22,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 95ms | failed login for user=admin from ip=45.67.21.88
379,LOG-767BDB5E3253,2026-07-02T13:16:24+05:30,auth,auth-service,failed_login,high,security_risk,80,POST,/api/auth,401,76,admin,45.67.21.88,sess-405525a6,Python-requests/2.32,app-02,development,trace-02325749b6dd4bbe,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 151ms | failed login for user=admin from ip=45.67.21.88
380,LOG-11E5410D36AB,2026-07-02T13:16:31+05:30,auth,auth-service,failed_login,critical,security_risk,95,POST,/api/auth,401,152,devops,45.67.21.88,sess-a61e13e2,Python-requests/2.32,api-01,production,trace-728e7a5b628c43de,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 167ms | failed login for user=devops from ip=45.67.21.88
381,LOG-F24AB6AB08CE,2026-07-02T13:16:38+05:30,auth,auth-service,failed_login,high,security_risk,81,POST,/api/auth,401,146,support,45.67.21.88,sess-1f749c46,Python-requests/2.32,app-02,development,trace-3a61141b1f46491a,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 92ms | failed login for user=support from ip=45.67.21.88
382,LOG-CC530801920E,2026-07-02T13:16:39+05:30,web,api-gateway,request,info,safe,18,GET,/admin,200,898,finance_user,192.168.2.15,sess-2a879f73,Edge/126 Windows,api-01,staging,trace-d1bc8815aef1423d,,,,No immediate action required. Continue normal monitoring.,"GET /admin 200 in 898ms (next.js: 71ms, application-code: 856ms)"
383,LOG-B1A797329D68,2026-07-02T13:16:45+05:30,auth,auth-service,failed_login,high,security_risk,80,POST,/api/auth,401,93,manager,45.67.21.88,sess-45271951,Python-requests/2.32,api-01,staging,trace-e94c15f70c824ff4,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 131ms | failed login for user=manager from ip=45.67.21.88
384,LOG-41C6AEBBEA9D,2026-07-02T13:16:52+05:30,web,nextjs-app,request,info,safe,13,GET,/billing,200,342,hr_user,192.168.2.15,sess-9ecf1300,curl/8.1,web-01,staging,trace-9be10fdc74b14c43,,,,No immediate action required. Continue normal monitoring.,"GET /billing 200 in 342ms (next.js: 53ms, application-code: 305ms)"
385,LOG-F83F59F869C6,2026-07-02T13:16:52+05:30,auth,auth-service,failed_login,high,security_risk,82,POST,/api/auth,401,198,hr_user,45.67.21.88,sess-da1d6422,Python-requests/2.32,worker-01,staging,trace-7dc1d523a8194a78,Credential Access,T1110,Brute Force,"Investigate source, validate account activity, apply rate limiting, and review access controls.",POST /api/auth 401 in 171ms | failed login for user=hr_user from ip=45.67.21.88
